index,risky,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,term_ 36 months,term_ 60 months,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT
24601,0,1,0,0,0,0,0,0,1,0,0,1,0,0
24699,0,0,0,1,0,0,0,0,1,0,0,1,0,0
24702,0,0,1,0,0,0,0,0,1,0,0,0,0,1
24720,0,0,0,0,0,1,0,0,0,1,0,1,0,0
24726,0,0,1,0,0,0,0,0,1,0,0,0,0,1
24765,0,1,0,0,0,0,0,0,1,0,0,1,0,0
24766,0,0,1,0,0,0,0,0,1,0,0,1,0,0
24771,0,1,0,0,0,0,0,0,1,0,0,1,0,0
24785,0,0,0,0,1,0,0,0,1,0,0,0,0,1
24851,0,0,0,1,0,0,0,0,1,0,0,0,1,0
24858,0,0,1,0,0,0,0,0,1,0,0,0,0,1
24884,0,0,0,1,0,0,0,0,0,1,0,1,0,0
24897,0,0,0,1,0,0,0,0,1,0,0,0,0,1
24901,0,0,1,0,0,0,0,0,1,0,0,1,0,0
24916,0,0,1,0,0,0,0,0,0,1,0,0,1,0
24981,0,0,0,1,0,0,0,0,0,1,0,1,0,0
24983,0,0,0,1,0,0,0,0,1,0,0,1,0,0
24990,0,0,0,1,0,0,0,0,0,1,0,1,0,0
25015,0,1,0,0,0,0,0,0,1,0,0,0,0,1
25066,0,0,0,1,0,0,0,0,0,1,0,1,0,0
25092,0,0,0,0,1,0,0,0,1,0,0,1,0,0
25104,0,1,0,0,0,0,0,0,1,0,0,0,0,1
25116,0,0,0,1,0,0,0,0,1,0,0,0,0,1
25122,0,0,0,0,0,1,0,0,0,1,0,1,0,0
25171,0,0,0,0,1,0,0,0,1,0,0,1,0,0
25244,0,0,0,0,1,0,0,0,0,1,0,1,0,0
25251,0,0,1,0,0,0,0,0,1,0,0,1,0,0
25270,0,0,1,0,0,0,0,0,1,0,0,1,0,0
25284,0,0,0,1,0,0,0,0,1,0,0,0,1,0
25341,0,0,0,1,0,0,0,0,0,1,0,1,0,0
25426,0,0,0,0,0,1,0,0,0,1,0,0,0,1
25437,0,1,0,0,0,0,0,0,1,0,0,0,0,1
25444,0,0,1,0,0,0,0,0,1,0,0,1,0,0
25456,0,1,0,0,0,0,0,0,1,0,0,0,0,1
25491,0,0,0,0,1,0,0,0,0,1,0,1,0,0
25498,0,1,0,0,0,0,0,0,1,0,0,1,0,0
25505,0,0,0,0,1,0,0,0,0,1,0,0,0,1
25528,0,0,0,0,1,0,0,0,1,0,0,1,0,0
25532,0,0,0,1,0,0,0,0,1,0,0,1,0,0
25555,0,0,0,1,0,0,0,0,0,1,0,0,0,1
25593,0,0,0,1,0,0,0,0,1,0,0,0,1,0
25652,0,0,0,1,0,0,0,0,0,1,0,0,0,1
25709,0,1,0,0,0,0,0,0,1,0,0,0,0,1
25747,0,0,1,0,0,0,0,0,0,1,0,1,0,0
25759,0,0,1,0,0,0,0,0,1,0,0,0,0,1
25763,0,0,0,1,0,0,0,0,1,0,0,0,0,1
25827,0,0,0,0,1,0,0,0,1,0,0,1,0,0
25861,0,0,1,0,0,0,0,0,1,0,0,1,0,0
25872,0,0,1,0,0,0,0,0,0,1,0,0,0,1
25917,0,0,0,0,0,1,0,0,0,1,0,0,0,1
25935,0,0,1,0,0,0,0,0,1,0,0,0,0,1
25977,0,0,0,1,0,0,0,0,1,0,0,0,0,1
25984,0,0,1,0,0,0,0,0,0,1,0,1,0,0
26035,0,1,0,0,0,0,0,0,1,0,0,1,0,0
26049,0,0,1,0,0,0,0,0,1,0,0,1,0,0
26071,0,0,1,0,0,0,0,0,1,0,0,0,0,1
26107,0,0,0,0,0,1,0,0,0,1,0,1,0,0
26118,0,0,1,0,0,0,0,0,0,1,0,0,0,1
26148,0,1,0,0,0,0,0,0,1,0,0,0,0,1
26151,0,0,0,0,1,0,0,0,1,0,0,0,0,1
26153,0,0,1,0,0,0,0,0,1,0,0,1,0,0
26165,0,1,0,0,0,0,0,0,1,0,0,0,0,1
26168,0,0,1,0,0,0,0,0,0,1,0,1,0,0
26193,0,0,0,1,0,0,0,0,1,0,0,0,0,1
26252,0,0,0,0,0,1,0,0,0,1,0,0,0,1
26255,0,0,1,0,0,0,0,0,1,0,0,0,0,1
26261,0,1,0,0,0,0,0,0,1,0,0,0,0,1
26263,0,0,0,0,1,0,0,0,0,1,0,1,0,0
26279,0,0,0,0,0,1,0,0,0,1,0,1,0,0
26335,0,1,0,0,0,0,0,0,1,0,0,0,0,1
26371,0,0,0,1,0,0,0,0,1,0,0,0,0,1
26393,0,1,0,0,0,0,0,0,1,0,0,1,0,0
26431,0,0,1,0,0,0,0,0,1,0,0,1,0,0
26459,0,0,0,0,1,0,0,0,0,1,0,1,0,0
26480,0,0,0,0,0,1,0,0,1,0,0,1,0,0
26481,0,0,0,1,0,0,0,0,0,1,0,0,0,1
26502,0,0,1,0,0,0,0,0,1,0,0,1,0,0
26522,0,0,0,0,0,1,0,0,0,1,0,0,1,0
26523,0,0,0,1,0,0,0,0,1,0,0,1,0,0
26535,0,0,0,0,1,0,0,0,0,1,0,1,0,0
26539,0,0,0,1,0,0,0,0,1,0,0,1,0,0
26545,0,1,0,0,0,0,0,0,1,0,0,1,0,0
26604,0,0,0,1,0,0,0,0,1,0,0,0,0,1
26609,0,0,1,0,0,0,0,0,1,0,0,1,0,0
26620,0,0,0,0,0,1,0,0,1,0,0,1,0,0
26641,0,0,0,1,0,0,0,0,1,0,0,1,0,0
26647,0,1,0,0,0,0,0,0,1,0,0,0,0,1
26649,0,1,0,0,0,0,0,0,0,1,0,1,0,0
26652,0,0,0,1,0,0,0,0,1,0,0,0,0,1
26653,0,0,0,0,0,1,0,0,0,1,0,1,0,0
26654,0,0,1,0,0,0,0,0,1,0,0,1,0,0
26666,0,0,0,1,0,0,0,0,0,1,0,0,0,1
26682,0,0,0,0,0,1,0,0,0,1,0,1,0,0
26736,0,1,0,0,0,0,0,0,1,0,0,0,1,0
26760,0,0,0,0,1,0,0,0,1,0,0,1,0,0
26810,0,0,0,1,0,0,0,0,1,0,0,0,0,1
26827,0,1,0,0,0,0,0,0,1,0,0,1,0,0
26831,0,0,0,1,0,0,0,0,1,0,0,1,0,0
26864,0,0,1,0,0,0,0,0,0,1,0,0,0,1
26865,0,0,0,0,1,0,0,0,0,1,0,1,0,0
26866,0,0,0,0,1,0,0,0,1,0,0,1,0,0
26879,0,0,1,0,0,0,0,0,0,1,0,1,0,0
26949,0,0,0,0,1,0,0,0,1,0,0,0,1,0
26966,0,0,0,0,0,1,0,0,1,0,0,1,0,0
27006,0,1,0,0,0,0,0,0,1,0,0,1,0,0
27027,0,0,1,0,0,0,0,0,0,1,0,0,1,0
27031,0,0,1,0,0,0,0,0,0,1,0,1,0,0
27040,0,1,0,0,0,0,0,0,1,0,0,1,0,0
27043,0,0,1,0,0,0,0,0,0,1,0,1,0,0
27057,0,0,0,1,0,0,0,0,1,0,0,0,1,0
27093,0,0,0,0,1,0,0,0,1,0,0,0,0,1
27134,0,0,1,0,0,0,0,0,0,1,0,0,0,1
27151,0,0,0,1,0,0,0,0,0,1,0,0,0,1
27152,0,0,1,0,0,0,0,0,0,1,0,1,0,0
27163,0,0,0,1,0,0,0,0,1,0,0,0,0,1
27208,0,0,0,0,1,0,0,0,1,0,0,0,0,1
27226,0,0,1,0,0,0,0,0,1,0,0,0,0,1
27277,0,0,1,0,0,0,0,0,1,0,0,0,0,1
27299,0,1,0,0,0,0,0,0,1,0,0,1,0,0
27302,0,0,0,1,0,0,0,0,1,0,0,0,1,0
27323,0,0,0,1,0,0,0,0,0,1,0,1,0,0
27335,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27362,0,0,0,0,1,0,0,0,1,0,0,1,0,0
27381,0,1,0,0,0,0,0,0,1,0,0,1,0,0
27444,0,0,0,0,1,0,0,0,1,0,0,1,0,0
27448,0,0,0,1,0,0,0,0,0,1,0,1,0,0
27468,0,1,0,0,0,0,0,0,1,0,0,1,0,0
27492,0,0,0,1,0,0,0,0,0,1,0,1,0,0
27500,0,1,0,0,0,0,0,0,1,0,0,0,1,0
27544,0,0,0,1,0,0,0,0,1,0,0,0,0,1
27579,0,0,0,0,1,0,0,0,1,0,0,1,0,0
27596,0,0,0,1,0,0,0,0,1,0,0,0,0,1
27631,0,0,0,0,1,0,0,0,0,1,0,1,0,0
27670,0,0,0,0,1,0,0,0,0,1,0,1,0,0
27682,0,0,0,0,1,0,0,0,0,1,0,0,0,1
27703,0,0,0,0,1,0,0,0,0,1,0,0,0,1
27783,0,0,0,1,0,0,0,0,1,0,0,1,0,0
27795,0,0,0,1,0,0,0,0,0,1,0,1,0,0
27811,0,0,1,0,0,0,0,0,0,1,0,1,0,0
27817,0,0,1,0,0,0,0,0,0,1,0,0,0,1
27836,0,1,0,0,0,0,0,0,1,0,0,0,1,0
27843,0,0,0,0,1,0,0,0,1,0,0,1,0,0
27874,0,0,0,1,0,0,0,0,1,0,0,1,0,0
27899,0,0,0,1,0,0,0,0,0,1,0,1,0,0
28096,0,0,1,0,0,0,0,0,0,1,0,1,0,0
28194,0,0,0,0,1,0,0,0,1,0,0,0,0,1
28271,0,1,0,0,0,0,0,0,1,0,0,1,0,0
28334,0,0,1,0,0,0,0,0,0,1,0,0,0,1
28357,0,1,0,0,0,0,0,0,1,0,0,1,0,0
28360,0,1,0,0,0,0,0,0,1,0,0,1,0,0
28413,0,1,0,0,0,0,0,0,1,0,0,1,0,0
28415,0,0,0,1,0,0,0,0,1,0,0,0,0,1
28514,0,0,0,1,0,0,0,0,1,0,0,1,0,0
28526,0,0,0,0,1,0,0,0,0,1,0,1,0,0
28543,0,0,0,0,1,0,0,0,1,0,0,0,0,1
28562,0,0,1,0,0,0,0,0,1,0,0,0,1,0
28578,0,1,0,0,0,0,0,0,1,0,0,1,0,0
28592,0,1,0,0,0,0,0,0,1,0,0,1,0,0
28655,0,1,0,0,0,0,0,0,1,0,0,0,1,0
28680,0,1,0,0,0,0,0,0,1,0,0,0,0,1
28695,0,0,0,0,0,1,0,0,1,0,0,1,0,0
28802,0,0,1,0,0,0,0,0,1,0,0,0,0,1
28815,0,0,1,0,0,0,0,0,0,1,0,1,0,0
28839,0,0,0,0,1,0,0,0,1,0,0,0,1,0
28872,0,0,0,1,0,0,0,0,1,0,0,1,0,0
28899,0,1,0,0,0,0,0,0,1,0,0,1,0,0
28903,0,0,0,1,0,0,0,0,0,1,0,1,0,0
28911,0,0,0,1,0,0,0,0,1,0,0,1,0,0
28921,0,1,0,0,0,0,0,0,0,1,0,0,0,1
28932,0,0,0,1,0,0,0,0,0,1,0,1,0,0
28948,0,1,0,0,0,0,0,0,1,0,0,0,0,1
28975,0,1,0,0,0,0,0,0,1,0,0,0,1,0
28992,0,0,1,0,0,0,0,0,1,0,0,1,0,0
29064,0,1,0,0,0,0,0,0,1,0,0,1,0,0
29085,0,0,0,1,0,0,0,0,1,0,0,0,0,1
29115,0,1,0,0,0,0,0,0,1,0,0,1,0,0
29143,0,0,0,0,1,0,0,0,1,0,0,1,0,0
29150,0,0,0,0,0,1,0,0,1,0,0,1,0,0
29154,0,1,0,0,0,0,0,0,1,0,0,1,0,0
29196,0,0,0,0,1,0,0,0,1,0,0,0,1,0
29228,0,0,0,1,0,0,0,0,1,0,0,1,0,0
29232,0,0,0,1,0,0,0,0,1,0,0,0,0,1
29234,0,0,1,0,0,0,0,0,1,0,0,0,0,1
29241,0,1,0,0,0,0,0,0,1,0,0,1,0,0
29266,0,0,0,0,1,0,0,0,1,0,0,0,1,0
29291,0,0,0,1,0,0,0,0,1,0,0,1,0,0
29295,0,0,0,0,1,0,0,0,1,0,0,0,0,1
29329,0,0,1,0,0,0,0,0,1,0,0,1,0,0
29370,0,1,0,0,0,0,0,0,1,0,0,1,0,0
29426,0,0,0,1,0,0,0,0,0,1,0,0,1,0
29449,0,0,0,0,1,0,0,0,1,0,0,0,0,1
29490,0,0,0,1,0,0,0,0,1,0,0,1,0,0
29497,0,1,0,0,0,0,0,0,1,0,0,1,0,0
29545,0,0,0,0,0,0,0,1,0,1,0,1,0,0
29568,0,0,0,1,0,0,0,0,0,1,0,0,1,0
29686,0,0,0,0,1,0,0,0,0,1,0,0,0,1
29699,0,0,0,1,0,0,0,0,1,0,0,1,0,0
29701,0,1,0,0,0,0,0,0,1,0,0,1,0,0
29738,0,0,0,1,0,0,0,0,1,0,0,1,0,0
29767,0,0,0,1,0,0,0,0,0,1,0,0,0,1
29811,0,0,0,1,0,0,0,0,1,0,0,1,0,0
29812,0,0,1,0,0,0,0,0,0,1,0,0,1,0
29828,0,1,0,0,0,0,0,0,1,0,0,1,0,0
29836,0,0,0,1,0,0,0,0,0,1,0,1,0,0
29853,0,0,1,0,0,0,0,0,1,0,0,0,0,1
29884,0,0,0,0,0,1,0,0,1,0,0,0,0,1
29887,0,1,0,0,0,0,0,0,1,0,0,1,0,0
29965,0,1,0,0,0,0,0,0,1,0,0,1,0,0
30010,0,1,0,0,0,0,0,0,1,0,0,1,0,0
30102,0,0,1,0,0,0,0,0,0,1,0,1,0,0
30123,0,0,0,0,1,0,0,0,0,1,0,0,0,1
30148,0,1,0,0,0,0,0,0,1,0,0,0,0,1
30149,0,0,1,0,0,0,0,0,0,1,0,1,0,0
30173,0,0,0,1,0,0,0,0,0,1,0,1,0,0
30196,0,0,0,1,0,0,0,0,1,0,0,1,0,0
30281,0,0,0,1,0,0,0,0,0,1,0,1,0,0
30317,0,0,1,0,0,0,0,0,1,0,0,0,1,0
30320,0,0,0,0,1,0,0,0,1,0,0,1,0,0
30334,0,0,0,1,0,0,0,0,0,1,0,0,1,0
30359,0,1,0,0,0,0,0,0,0,1,0,1,0,0
30374,0,0,0,1,0,0,0,0,1,0,0,0,0,1
30384,0,0,1,0,0,0,0,0,1,0,0,1,0,0
30396,0,1,0,0,0,0,0,0,1,0,0,1,0,0
30405,0,0,0,1,0,0,0,0,1,0,0,0,0,1
30415,0,0,1,0,0,0,0,0,1,0,0,0,0,1
30452,0,0,0,1,0,0,0,0,1,0,0,0,0,1
30455,0,0,0,0,0,1,0,0,0,1,0,0,0,1
30485,0,0,0,1,0,0,0,0,1,0,0,0,0,1
30511,0,0,1,0,0,0,0,0,0,1,0,0,0,1
30514,0,0,1,0,0,0,0,0,1,0,0,1,0,0
30581,0,0,1,0,0,0,0,0,1,0,0,0,0,1
30602,0,0,0,1,0,0,0,0,1,0,0,0,0,1
30655,0,0,0,0,1,0,0,0,1,0,0,0,0,1
30667,0,1,0,0,0,0,0,0,1,0,0,0,0,1
30677,0,0,1,0,0,0,0,0,0,1,0,1,0,0
30687,0,0,1,0,0,0,0,0,1,0,0,1,0,0
30692,0,0,1,0,0,0,0,0,0,1,0,0,0,1
30702,0,0,1,0,0,0,0,0,1,0,0,1,0,0
30708,0,1,0,0,0,0,0,0,1,0,0,0,1,0
30785,0,0,1,0,0,0,0,0,1,0,0,1,0,0
30830,0,1,0,0,0,0,0,0,1,0,0,0,0,1
30872,0,0,1,0,0,0,0,0,1,0,0,1,0,0
30915,0,0,0,1,0,0,0,0,1,0,0,0,0,1
30936,0,0,1,0,0,0,0,0,1,0,0,1,0,0
30937,0,0,0,1,0,0,0,0,1,0,0,0,0,1
30945,0,0,0,0,1,0,0,0,1,0,0,0,0,1
30952,0,0,1,0,0,0,0,0,0,1,0,1,0,0
30995,0,0,1,0,0,0,0,0,1,0,0,0,0,1
31003,0,1,0,0,0,0,0,0,1,0,0,1,0,0
31019,0,0,0,1,0,0,0,0,0,1,0,1,0,0
31053,0,1,0,0,0,0,0,0,1,0,0,0,0,1
31090,0,0,0,1,0,0,0,0,1,0,0,0,0,1
31095,0,0,0,1,0,0,0,0,0,1,0,1,0,0
31099,0,1,0,0,0,0,0,0,1,0,0,1,0,0
31108,0,1,0,0,0,0,0,0,1,0,0,0,1,0
31118,0,0,1,0,0,0,0,0,1,0,0,0,0,1
31144,0,0,1,0,0,0,0,0,0,1,0,1,0,0
31157,0,0,1,0,0,0,0,0,1,0,0,1,0,0
31162,0,0,0,0,1,0,0,0,0,1,0,0,0,1
31194,0,0,0,1,0,0,0,0,1,0,0,1,0,0
31199,0,0,0,0,1,0,0,0,0,1,0,1,0,0
31207,0,1,0,0,0,0,0,0,1,0,0,1,0,0
31209,0,0,0,0,0,1,0,0,0,1,0,0,1,0
31229,0,1,0,0,0,0,0,0,1,0,0,0,1,0
31246,0,0,0,1,0,0,0,0,0,1,0,0,1,0
31249,0,0,1,0,0,0,0,0,1,0,0,0,0,1
31250,0,0,0,0,1,0,0,0,0,1,0,0,1,0
31264,0,0,0,0,0,1,0,0,1,0,0,1,0,0
31319,0,0,0,0,1,0,0,0,0,1,0,0,0,1
31325,0,0,0,0,0,1,0,0,1,0,0,0,0,1
31370,0,0,1,0,0,0,0,0,1,0,0,1,0,0
31371,0,0,0,0,0,1,0,0,0,1,0,0,0,1
31444,0,0,0,1,0,0,0,0,0,1,0,0,0,1
31459,0,0,0,1,0,0,0,0,1,0,0,0,1,0
31482,0,0,1,0,0,0,0,0,1,0,0,1,0,0
31556,0,0,0,0,1,0,0,0,0,1,0,0,0,1
31645,0,1,0,0,0,0,0,0,1,0,0,0,1,0
31668,0,0,0,0,0,1,0,0,0,1,0,1,0,0
31762,0,0,0,1,0,0,0,0,1,0,0,1,0,0
31814,0,1,0,0,0,0,0,0,1,0,0,1,0,0
31827,0,1,0,0,0,0,0,0,1,0,0,0,0,1
31860,0,0,1,0,0,0,0,0,0,1,0,1,0,0
31890,0,1,0,0,0,0,0,0,0,1,0,1,0,0
31922,0,0,0,0,1,0,0,0,0,1,0,1,0,0
31944,0,1,0,0,0,0,0,0,1,0,0,1,0,0
31953,0,0,1,0,0,0,0,0,1,0,0,0,1,0
31962,0,0,1,0,0,0,0,0,1,0,0,0,0,1
31974,0,0,0,1,0,0,0,0,1,0,0,0,1,0
31983,0,0,0,0,0,1,0,0,0,1,0,0,0,1
32005,0,0,0,0,1,0,0,0,1,0,0,1,0,0
32016,0,0,0,0,1,0,0,0,0,1,0,0,0,1
32030,0,1,0,0,0,0,0,0,1,0,0,1,0,0
32036,0,0,1,0,0,0,0,0,1,0,0,0,0,1
32107,0,1,0,0,0,0,0,0,1,0,0,1,0,0
32150,0,1,0,0,0,0,0,0,1,0,0,0,1,0
32195,0,0,0,0,0,1,0,0,0,1,0,1,0,0
32257,0,0,0,0,1,0,0,0,0,1,0,1,0,0
32259,0,0,1,0,0,0,0,0,1,0,0,1,0,0
32268,0,0,0,1,0,0,0,0,0,1,0,1,0,0
32400,0,0,0,0,0,0,1,0,0,1,0,1,0,0
32410,0,1,0,0,0,0,0,0,1,0,0,0,0,1
32411,0,0,1,0,0,0,0,0,1,0,0,0,0,1
32454,0,0,0,1,0,0,0,0,1,0,0,0,0,1
32508,0,1,0,0,0,0,0,0,1,0,0,0,0,1
32511,0,0,0,0,1,0,0,0,0,1,0,1,0,0
32516,0,1,0,0,0,0,0,0,1,0,0,1,0,0
32523,0,0,0,1,0,0,0,0,1,0,0,1,0,0
32594,0,0,1,0,0,0,0,0,1,0,0,0,1,0
32615,0,0,1,0,0,0,0,0,1,0,0,0,0,1
32620,0,0,0,1,0,0,0,0,0,1,0,0,0,1
32627,0,0,0,1,0,0,0,0,1,0,0,0,0,1
32636,0,0,0,0,1,0,0,0,0,1,0,1,0,0
32654,0,1,0,0,0,0,0,0,0,1,0,1,0,0
32702,0,0,0,0,0,1,0,0,0,1,0,1,0,0
32751,0,0,0,1,0,0,0,0,0,1,0,0,0,1
32766,0,0,0,0,1,0,0,0,1,0,0,0,0,1
32772,0,0,1,0,0,0,0,0,1,0,0,1,0,0
32780,0,0,1,0,0,0,0,0,1,0,0,1,0,0
32798,0,0,0,0,0,1,0,0,0,1,0,0,0,1
32810,0,0,1,0,0,0,0,0,1,0,0,0,0,1
32814,0,0,0,0,1,0,0,0,0,1,0,1,0,0
32833,0,0,0,0,1,0,0,0,1,0,0,1,0,0
32848,0,0,0,1,0,0,0,0,1,0,0,0,1,0
32855,0,1,0,0,0,0,0,0,1,0,0,0,1,0
32859,0,1,0,0,0,0,0,0,1,0,0,1,0,0
32964,0,0,0,1,0,0,0,0,1,0,0,0,0,1
32979,0,0,0,0,1,0,0,0,0,1,0,1,0,0
32996,0,1,0,0,0,0,0,0,1,0,0,1,0,0
33019,0,0,0,0,1,0,0,0,0,1,0,0,0,1
33062,0,0,0,1,0,0,0,0,1,0,0,0,1,0
33105,0,0,0,0,1,0,0,0,0,1,0,1,0,0
33112,0,0,0,0,1,0,0,0,1,0,0,0,1,0
33121,0,0,0,1,0,0,0,0,1,0,0,1,0,0
33140,0,0,1,0,0,0,0,0,0,1,0,1,0,0
33260,0,0,0,1,0,0,0,0,0,1,0,1,0,0
33270,0,0,0,1,0,0,0,0,1,0,0,0,1,0
33285,0,0,1,0,0,0,0,0,1,0,0,1,0,0
33314,0,1,0,0,0,0,0,0,1,0,0,0,0,1
33333,0,0,0,1,0,0,0,0,1,0,0,1,0,0
33367,0,0,1,0,0,0,0,0,1,0,0,0,1,0
33441,0,0,0,0,0,1,0,0,1,0,0,1,0,0
33481,0,0,1,0,0,0,0,0,0,1,0,0,1,0
33482,0,0,0,0,1,0,0,0,0,1,0,0,1,0
33511,0,0,1,0,0,0,0,0,1,0,0,1,0,0
33518,0,0,1,0,0,0,0,0,1,0,0,0,1,0
33522,0,0,0,1,0,0,0,0,0,1,0,1,0,0
33550,0,0,0,0,1,0,0,0,1,0,0,0,0,1
33587,0,0,1,0,0,0,0,0,1,0,0,1,0,0
33605,0,0,0,0,1,0,0,0,1,0,0,1,0,0
33642,0,0,1,0,0,0,0,0,1,0,0,0,1,0
33656,0,0,0,0,1,0,0,0,1,0,0,1,0,0
33658,0,0,1,0,0,0,0,0,1,0,0,1,0,0
33671,0,0,0,1,0,0,0,0,0,1,0,1,0,0
33677,0,0,1,0,0,0,0,0,0,1,0,0,0,1
33678,0,0,1,0,0,0,0,0,1,0,0,0,0,1
33792,0,1,0,0,0,0,0,0,1,0,0,0,0,1
33801,0,0,0,1,0,0,0,0,0,1,0,0,0,1
33816,0,0,1,0,0,0,0,0,1,0,0,1,0,0
33820,0,0,0,1,0,0,0,0,1,0,0,0,0,1
33830,0,0,0,0,1,0,0,0,1,0,0,1,0,0
33866,0,0,0,1,0,0,0,0,1,0,0,0,0,1
33889,0,0,0,1,0,0,0,0,1,0,0,0,0,1
33926,0,0,0,1,0,0,0,0,1,0,0,1,0,0
33942,0,0,1,0,0,0,0,0,1,0,0,0,0,1
33965,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34037,0,1,0,0,0,0,0,0,1,0,0,1,0,0
34042,0,0,1,0,0,0,0,0,0,1,0,1,0,0
34067,0,0,0,0,1,0,0,0,0,1,0,0,0,1
34098,0,1,0,0,0,0,0,0,1,0,0,1,0,0
34142,0,0,0,0,1,0,0,0,1,0,0,0,0,1
34226,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34229,0,0,0,0,1,0,0,0,1,0,0,0,0,1
34248,0,0,1,0,0,0,0,0,1,0,0,1,0,0
34261,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34279,0,0,0,1,0,0,0,0,0,1,0,0,1,0
34287,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34319,0,0,0,0,0,1,0,0,0,1,0,0,0,1
34388,0,0,1,0,0,0,0,0,0,1,0,0,0,1
34432,0,0,1,0,0,0,0,0,1,0,0,0,1,0
34467,0,0,0,1,0,0,0,0,1,0,0,0,1,0
34507,0,0,1,0,0,0,0,0,1,0,0,1,0,0
34544,0,0,0,1,0,0,0,0,1,0,0,0,0,1
34550,0,0,1,0,0,0,0,0,0,1,0,1,0,0
34575,0,1,0,0,0,0,0,0,1,0,0,0,1,0
34583,0,0,0,0,0,1,0,0,1,0,0,0,1,0
34618,0,0,0,1,0,0,0,0,1,0,0,0,0,1
34652,0,1,0,0,0,0,0,0,1,0,0,1,0,0
34697,0,1,0,0,0,0,0,0,1,0,0,1,0,0
34765,0,1,0,0,0,0,0,0,1,0,0,1,0,0
34769,0,0,0,1,0,0,0,0,0,1,0,0,0,1
34814,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34861,0,0,0,1,0,0,0,0,0,1,0,0,0,1
34863,0,1,0,0,0,0,0,0,1,0,0,1,0,0
34867,0,0,0,1,0,0,0,0,1,0,0,0,0,1
34884,0,0,1,0,0,0,0,0,1,0,0,1,0,0
34888,0,0,0,0,0,1,0,0,1,0,0,0,0,1
34912,0,1,0,0,0,0,0,0,1,0,0,1,0,0
34922,0,0,0,1,0,0,0,0,0,1,0,0,1,0
34966,0,0,0,0,0,1,0,0,0,1,0,0,0,1
35039,0,1,0,0,0,0,0,0,1,0,0,0,0,1
35053,0,1,0,0,0,0,0,0,1,0,0,0,1,0
35102,0,0,0,0,1,0,0,0,1,0,0,0,0,1
35114,0,0,0,0,1,0,0,0,1,0,0,1,0,0
35124,0,0,0,1,0,0,0,0,1,0,0,0,0,1
35125,0,0,1,0,0,0,0,0,0,1,0,0,1,0
35134,0,0,0,1,0,0,0,0,1,0,0,0,0,1
35178,0,1,0,0,0,0,0,0,1,0,0,1,0,0
35191,0,1,0,0,0,0,0,0,1,0,0,0,1,0
35209,0,1,0,0,0,0,0,0,1,0,0,1,0,0
35214,0,0,0,0,1,0,0,0,1,0,0,0,0,1
35316,0,1,0,0,0,0,0,0,1,0,0,1,0,0
35323,0,0,0,1,0,0,0,0,1,0,0,0,0,1
35327,0,1,0,0,0,0,0,0,1,0,0,1,0,0
35336,0,0,1,0,0,0,0,0,1,0,0,1,0,0
35339,0,0,0,0,1,0,0,0,1,0,0,1,0,0
35374,0,0,0,1,0,0,0,0,1,0,0,0,0,1
35408,0,0,1,0,0,0,0,0,1,0,0,1,0,0
35409,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35420,0,0,0,0,1,0,0,0,0,1,0,0,0,1
35425,0,0,1,0,0,0,0,0,0,1,0,0,0,1
35433,0,0,0,0,1,0,0,0,1,0,0,0,0,1
35441,0,0,0,0,1,0,0,0,0,1,0,1,0,0
35443,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35473,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35480,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35489,0,1,0,0,0,0,0,0,1,0,0,1,0,0
35534,0,0,0,1,0,0,0,0,1,0,0,1,0,0
35536,0,0,0,1,0,0,0,0,1,0,0,1,0,0
35567,0,0,0,1,0,0,0,0,1,0,0,1,0,0
35577,0,0,0,1,0,0,0,0,1,0,0,0,1,0
35618,0,0,0,0,1,0,0,0,0,1,0,1,0,0
35626,0,0,0,1,0,0,0,0,1,0,0,0,0,1
35652,0,0,0,0,1,0,0,0,0,1,0,0,0,1
35663,0,1,0,0,0,0,0,0,1,0,0,0,0,1
35693,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35753,0,0,0,1,0,0,0,0,1,0,0,0,0,1
35834,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35902,0,0,0,1,0,0,0,0,1,0,0,0,1,0
35914,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35940,0,0,1,0,0,0,0,0,1,0,0,0,1,0
35942,0,1,0,0,0,0,0,0,1,0,0,0,0,1
35957,0,0,0,0,1,0,0,0,1,0,0,0,0,1
36106,0,0,1,0,0,0,0,0,0,1,0,1,0,0
36129,0,0,1,0,0,0,0,0,1,0,0,1,0,0
36153,0,0,0,0,1,0,0,0,1,0,0,1,0,0
36168,0,1,0,0,0,0,0,0,1,0,0,1,0,0
36169,0,0,1,0,0,0,0,0,1,0,0,0,0,1
36203,0,0,1,0,0,0,0,0,1,0,0,1,0,0
